Site,latitude,longitude,Variety,Year,Variable,Value
ColliOrientali,44,11,VerduzzoFr,2007,bunchNo,8
ColliOrientali,44,11,VerduzzoFr,2008,bunchNo,8
ColliOrientali,44,11,VerduzzoFr,2009,bunchNo,6
ColliOrientali,44,11,VerduzzoFr,2010,bunchNo,9
ColliOrientali,44,11,VerduzzoFr,2011,bunchNo,10
ColliOrientali,44,11,VerduzzoFr,2012,bunchNo,11
ColliOrientali,44,11,VerduzzoFr,2013,bunchNo,7
ColliOrientali,44,11,VerduzzoFr,2014,bunchNo,8
ColliOrientali,44,11,VerduzzoFr,2015,bunchNo,10
ColliOrientali,44,11,VerduzzoFr,2016,bunchNo,10
ColliOrientali,44,11,VerduzzoFr,2017,bunchNo,15
ColliOrientali,44,11,VerduzzoFr,2018,bunchNo,12
ColliOrientali,44,11,VerduzzoFr,2019,bunchNo,13
ColliOrientali,44,11,VerduzzoFr,2006,berriesNo,118
ColliOrientali,44,11,VerduzzoFr,2007,berriesNo,61
ColliOrientali,44,11,VerduzzoFr,2008,berriesNo,134
ColliOrientali,44,11,VerduzzoFr,2009,berriesNo,131
ColliOrientali,44,11,VerduzzoFr,2010,berriesNo,88
ColliOrientali,44,11,VerduzzoFr,2011,berriesNo,150
ColliOrientali,44,11,VerduzzoFr,2012,berriesNo,120
ColliOrientali,44,11,VerduzzoFr,2013,berriesNo,139
ColliOrientali,44,11,VerduzzoFr,2014,berriesNo,150
ColliOrientali,44,11,VerduzzoFr,2015,berriesNo,109
ColliOrientali,44,11,VerduzzoFr,2016,berriesNo,94
ColliOrientali,44,11,VerduzzoFr,2017,berriesNo,122
ColliOrientali,44,11,VerduzzoFr,2018,berriesNo,100
ColliOrientali,44,11,VerduzzoFr,2019,berriesNo,112
ColliOrientali,44,11,VerduzzoFr,2020,berriesNo,133
ColliOrientali,44,11,VerduzzoFr,2021,berriesNo,122
ColliOrientali,44,11,VerduzzoFr,2022,berriesNo,115
ColliOrientali,44,11,VerduzzoFr,2023,berriesNo,86
ColliOrientali,44,11,VerduzzoFr,2024,berriesNo,85
ColliOrientali,44,11,VerduzzoFr,2007,berryWeight,1.67
ColliOrientali,44,11,VerduzzoFr,2008,berryWeight,1.25
ColliOrientali,44,11,VerduzzoFr,2009,berryWeight,1.64
ColliOrientali,44,11,VerduzzoFr,2010,berryWeight,1.08
ColliOrientali,44,11,VerduzzoFr,2011,berryWeight,1.08
ColliOrientali,44,11,VerduzzoFr,2012,berryWeight,1.36
ColliOrientali,44,11,VerduzzoFr,2013,berryWeight,0.98
ColliOrientali,44,11,VerduzzoFr,2014,berryWeight,1.38
ColliOrientali,44,11,VerduzzoFr,2015,berryWeight,1.7
ColliOrientali,44,11,VerduzzoFr,2016,berryWeight,1.08
ColliOrientali,44,11,VerduzzoFr,2017,berryWeight,1.32
ColliOrientali,44,11,VerduzzoFr,2018,berryWeight,2.09
ColliOrientali,44,11,VerduzzoFr,2019,berryWeight,1.22
ColliOrientali,44,11,VerduzzoFr,2020,berryWeight,1.1
ColliOrientali,44,11,VerduzzoFr,2021,berryWeight,1.24
ColliOrientali,44,11,VerduzzoFr,2022,berryWeight,1.51
ColliOrientali,44,11,VerduzzoFr,2023,berryWeight,1.42
ColliOrientali,44,11,VerduzzoFr,2024,berryWeight,1.3
ColliOrientali,44,11,TocaiFr,2007,yield,0.81
ColliOrientali,44,11,TocaiFr,2008,yield,1.34
ColliOrientali,44,11,TocaiFr,2009,yield,1.29
ColliOrientali,44,11,TocaiFr,2010,yield,0.86
ColliOrientali,44,11,TocaiFr,2011,yield,1.62
ColliOrientali,44,11,TocaiFr,2012,yield,1.8
ColliOrientali,44,11,TocaiFr,2013,yield,0.95
ColliOrientali,44,11,TocaiFr,2014,yield,1.66
ColliOrientali,44,11,TocaiFr,2015,yield,1.85
ColliOrientali,44,11,TocaiFr,2016,yield,1.02
ColliOrientali,44,11,TocaiFr,2017,yield,2.42
ColliOrientali,44,11,TocaiFr,2018,yield,2.51
ColliOrientali,44,11,TocaiFr,2019,yield,1.78
ColliOrientali,44,11,VerduzzoFr,2008,sugar,24
ColliOrientali,44,11,VerduzzoFr,2009,sugar,23.8
ColliOrientali,44,11,VerduzzoFr,2010,sugar,23.9
ColliOrientali,44,11,VerduzzoFr,2012,sugar,22.7
ColliOrientali,44,11,VerduzzoFr,2013,sugar,22.9
ColliOrientali,44,11,VerduzzoFr,2014,sugar,20.6
ColliOrientali,44,11,VerduzzoFr,2015,sugar,23
ColliOrientali,44,11,VerduzzoFr,2016,sugar,23.4
ColliOrientali,44,11,VerduzzoFr,2017,sugar,20.7
ColliOrientali,44,11,VerduzzoFr,2018,sugar,24.6
ColliOrientali,44,11,VerduzzoFr,2019,sugar,23.7
ColliOrientali,44,11,VerduzzoFr,2020,sugar,25.6
ColliOrientali,44,11,VerduzzoFr,2021,sugar,25.7
ColliOrientali,44,11,VerduzzoFr,2023,sugar,24
ColliOrientali,44,11,VerduzzoFr,2008,acid,6.9
ColliOrientali,44,11,VerduzzoFr,2009,acid,5.5
ColliOrientali,44,11,VerduzzoFr,2010,acid,5
ColliOrientali,44,11,VerduzzoFr,2012,acid,5.9
ColliOrientali,44,11,VerduzzoFr,2013,acid,6.3
ColliOrientali,44,11,VerduzzoFr,2014,acid,9.4
ColliOrientali,44,11,VerduzzoFr,2015,acid,4.6
ColliOrientali,44,11,VerduzzoFr,2016,acid,4.9
ColliOrientali,44,11,VerduzzoFr,2017,acid,6
ColliOrientali,44,11,VerduzzoFr,2018,acid,4.1
ColliOrientali,44,11,VerduzzoFr,2019,acid,4.6
ColliOrientali,44,11,VerduzzoFr,2020,acid,4.8
ColliOrientali,44,11,VerduzzoFr,2021,acid,4.7
ColliOrientali,44,11,VerduzzoFr,2023,acid,4.4
wurzburg,49.82,9.95,Riesling,2010,yield,55.21
wurzburg,49.82,9.95,Riesling,2009,yield,63.8
wurzburg,49.82,9.95,Riesling,2008,yield,56.9
wurzburg,49.82,9.95,Riesling,2007,yield,59.47
wurzburg,49.82,9.95,Riesling,2006,yield,50
wurzburg,49.82,9.95,Riesling,2005,yield,53.1
wurzburg,49.82,9.95,Riesling,2004,yield,67.18
wurzburg,49.82,9.95,Riesling,2003,yield,50.84
wurzburg,49.82,9.95,Riesling,2002,yield,55.63
wurzburg,49.82,9.95,Riesling,2001,yield,36.62
wurzburg,49.82,9.95,Riesling,2000,yield,67.74
wurzburg,49.82,9.95,Riesling,1999,yield,53.94
wurzburg,49.82,9.95,Riesling,1998,yield,64.93
wurzburg,49.82,9.95,Riesling,1997,yield,40.14
wurzburg,49.82,9.95,Riesling,1996,yield,49.3
wurzburg,49.82,9.95,Riesling,1995,yield,43.52
wurzburg,49.82,9.95,Riesling,1994,yield,45.91
wurzburg,49.82,9.95,Riesling,1993,yield,62.67
wurzburg,49.82,9.95,Riesling,1992,yield,47.32
wurzburg,49.82,9.95,Riesling,1991,yield,38.31
wurzburg,49.82,9.95,Riesling,1990,yield,51.54
wurzburg,49.82,9.95,Riesling,1989,yield,46.06
wurzburg,49.82,9.95,Riesling,1988,yield,50.14
wurzburg,49.82,9.95,Riesling,1987,yield,52.11
wurzburg,49.82,9.95,Riesling,1986,yield,43.66
wurzburg,49.82,9.95,Riesling,1985,yield,66.76
wurzburg,49.82,9.95,Riesling,1984,yield,69.86
wurzburg,49.82,9.95,Riesling,1983,yield,98.73
wurzburg,49.82,9.95,Riesling,1982,yield,40.28
wurzburg,49.82,9.95,Riesling,1981,yield,33.94
wurzburg,49.82,9.95,Riesling,1980,yield,60.15
wurzburg,49.82,9.95,Riesling,1979,yield,37.33
wurzburg,49.82,9.95,Riesling,1978,yield,52.81
wurzburg,49.82,9.95,Riesling,1977,yield,36.56
wurzburg,49.82,9.95,Riesling,1976,yield,65.57
wurzburg,49.82,9.95,Riesling,1975,yield,41.97
wurzburg,49.82,9.95,Riesling,1974,yield,55.9
wurzburg,49.82,9.95,Riesling,1973,yield,42.16
wurzburg,49.82,9.95,Riesling,1972,yield,24.37
wurzburg,49.82,9.95,Riesling,1971,yield,58.99
wurzburg,49.82,9.95,Riesling,1970,yield,34.62
wurzburg,49.82,9.95,Riesling,1969,yield,37.52
wurzburg,49.82,9.95,Riesling,1968,yield,33.27
wurzburg,49.82,9.95,Riesling,1967,yield,23.98
wurzburg,49.82,9.95,Riesling,1965,yield,30.36
wurzburg,49.82,9.95,Riesling,1964,yield,44.29
wurzburg,49.82,9.95,Riesling,1962,yield,21.47
wurzburg,49.82,9.95,Riesling,2010,sugar,116.51
wurzburg,49.82,9.95,Riesling,2009,sugar,119.71
wurzburg,49.82,9.95,Riesling,2008,sugar,86.86
wurzburg,49.82,9.95,Riesling,2007,sugar,99.84
wurzburg,49.82,9.95,Riesling,2006,sugar,105.56
wurzburg,49.82,9.95,Riesling,2005,sugar,93.53
wurzburg,49.82,9.95,Riesling,2004,sugar,94.6
wurzburg,49.82,9.95,Riesling,2003,sugar,94.3
wurzburg,49.82,9.95,Riesling,2002,sugar,125.6
wurzburg,49.82,9.95,Riesling,2001,sugar,122.65
wurzburg,49.82,9.95,Riesling,2000,sugar,88.72
wurzburg,49.82,9.95,Riesling,1999,sugar,112.5
wurzburg,49.82,9.95,Riesling,1998,sugar,115.71
wurzburg,49.82,9.95,Riesling,1997,sugar,107.69
wurzburg,49.82,9.95,Riesling,1996,sugar,122.38
wurzburg,49.82,9.95,Riesling,1995,sugar,104.22
wurzburg,49.82,9.95,Riesling,1994,sugar,157.37
wurzburg,49.82,9.95,Riesling,1993,sugar,118.64
wurzburg,49.82,9.95,Riesling,1992,sugar,86.59
wurzburg,49.82,9.95,Riesling,1991,sugar,81.52
wurzburg,49.82,9.95,Riesling,1990,sugar,89.53
wurzburg,49.82,9.95,Riesling,1989,sugar,96.21
wurzburg,49.82,9.95,Riesling,1988,sugar,111.43
wurzburg,49.82,9.95,Riesling,1987,sugar,73.24
wurzburg,49.82,9.95,Riesling,1986,sugar,76.2
wurzburg,49.82,9.95,Riesling,1985,sugar,96.74
wurzburg,49.82,9.95,Riesling,1984,sugar,122.65
wurzburg,49.82,9.95,Riesling,1983,sugar,65.76
wurzburg,49.82,9.95,Riesling,1982,sugar,72.97
wurzburg,49.82,9.95,Riesling,1981,sugar,87.39
wurzburg,49.82,9.95,Riesling,1980,sugar,69.38
wurzburg,49.82,9.95,Riesling,1979,sugar,90.38
wurzburg,49.82,9.95,Riesling,1978,sugar,69.1
wurzburg,49.82,9.95,Riesling,1977,sugar,71.38
wurzburg,49.82,9.95,Riesling,1976,sugar,94.89
wurzburg,49.82,9.95,Riesling,1975,sugar,80.36
wurzburg,49.82,9.95,Riesling,1974,sugar,71.64
wurzburg,49.82,9.95,Riesling,1973,sugar,81.33
wurzburg,49.82,9.95,Riesling,1972,sugar,62.92
wurzburg,49.82,9.95,Riesling,1971,sugar,110.1
wurzburg,49.82,9.95,Riesling,1970,sugar,77.77
wurzburg,49.82,9.95,Riesling,1969,sugar,80.03
wurzburg,49.82,9.95,Riesling,1968,sugar,70.02
wurzburg,49.82,9.95,Riesling,1967,sugar,77.77
wurzburg,49.82,9.95,Riesling,1966,sugar,72.61
wurzburg,49.82,9.95,Riesling,1965,sugar,56.46
wurzburg,49.82,9.95,Riesling,1964,sugar,78.42
wurzburg,49.82,9.95,Riesling,1963,sugar,90.69
wurzburg,49.82,9.95,Riesling,1962,sugar,91.34
